
Start Time: ,7/29/2023 1:38:44 PM
Start Time: ,7/29/2023 1:39:20 PM
Exploration Start Time: ,7/29/2023 1:39:26 PM
Time,HeadRotationAngles_x,HeadRotationAngles_y,HeadRotationAngles_z,
7/29/2023 1:39:26 PM,1.914584,284.0598,2.04604
7/29/2023 1:39:26 PM,1.914584,284.0598,2.04604
7/29/2023 1:39:26 PM,1.9188,284.0532,2.048252
7/29/2023 1:39:26 PM,1.9188,284.0532,2.048252
7/29/2023 1:39:26 PM,1.922909,284.0713,2.041702
7/29/2023 1:39:26 PM,1.924406,284.0747,2.040911
7/29/2023 1:39:26 PM,1.923252,284.07,2.04654
7/29/2023 1:39:26 PM,1.923252,284.07,2.04654
7/29/2023 1:39:26 PM,1.926787,284.0771,2.041056
7/29/2023 1:39:26 PM,1.926787,284.0771,2.041056
7/29/2023 1:39:27 PM,1.930262,284.0713,2.039141
7/29/2023 1:39:27 PM,1.921262,284.0681,2.042302
7/29/2023 1:39:27 PM,1.921262,284.0681,2.042302
7/29/2023 1:39:27 PM,1.916743,284.0709,2.040127
7/29/2023 1:39:27 PM,1.917148,284.0697,2.038312
7/29/2023 1:39:27 PM,1.917148,284.0697,2.038312
7/29/2023 1:39:27 PM,1.92201,284.076,2.038659
7/29/2023 1:39:27 PM,1.92201,284.076,2.038659
7/29/2023 1:39:27 PM,1.921444,284.071,2.036546
7/29/2023 1:39:27 PM,1.916114,284.0794,2.035561
7/29/2023 1:39:27 PM,1.916114,284.0794,2.035561
7/29/2023 1:39:27 PM,1.916114,284.0794,2.035561
7/29/2023 1:39:27 PM,1.925135,284.0708,2.03749
7/29/2023 1:39:27 PM,1.918312,284.0751,2.030652
7/29/2023 1:39:27 PM,1.918312,284.0751,2.030652
7/29/2023 1:39:27 PM,1.931709,284.0719,2.030336
7/29/2023 1:39:27 PM,1.92132,284.0726,2.033643
7/29/2023 1:39:27 PM,1.923206,284.0684,2.027229
7/29/2023 1:39:27 PM,1.915075,284.0721,2.031763
7/29/2023 1:39:27 PM,1.922796,284.07,2.031032
7/29/2023 1:39:27 PM,1.930215,284.0644,2.028606
7/29/2023 1:39:27 PM,1.932111,284.0614,2.032059
7/29/2023 1:39:27 PM,1.932173,284.061,2.037454
7/29/2023 1:39:27 PM,1.932173,284.061,2.037454
7/29/2023 1:39:27 PM,1.921213,284.0621,2.031051
7/29/2023 1:39:27 PM,1.92891,284.0578,2.035352
7/29/2023 1:39:27 PM,1.933838,284.0603,2.030061
7/29/2023 1:39:27 PM,1.927674,284.0597,2.03767
7/29/2023 1:39:27 PM,1.929214,284.0689,2.031789
7/29/2023 1:39:27 PM,1.936009,284.0536,2.031273
7/29/2023 1:39:27 PM,1.932075,284.0576,2.035192
7/29/2023 1:39:27 PM,1.931524,284.0483,2.031801
7/29/2023 1:39:27 PM,1.94254,284.0534,2.033293
7/29/2023 1:39:27 PM,1.94254,284.0534,2.033293
7/29/2023 1:39:27 PM,1.936276,284.0647,2.026916
7/29/2023 1:39:27 PM,1.943767,284.0603,2.027062
7/29/2023 1:39:27 PM,1.945459,284.0559,2.032244
7/29/2023 1:39:27 PM,1.948163,284.058,2.027362
7/29/2023 1:39:27 PM,1.944854,284.0655,2.028418
7/29/2023 1:39:27 PM,1.951131,284.0659,2.03099
7/29/2023 1:39:27 PM,1.945989,284.0689,2.033643
7/29/2023 1:39:27 PM,1.952281,284.0583,2.028285
7/29/2023 1:39:27 PM,1.958376,284.0647,2.034414
7/29/2023 1:39:27 PM,1.958376,284.0647,2.034414
7/29/2023 1:39:27 PM,0.8733946,284.2899,2.560762
7/29/2023 1:39:27 PM,0.8789742,284.296,2.561645
7/29/2023 1:39:27 PM,0.8699832,284.2983,2.556224
7/29/2023 1:39:27 PM,0.8631633,284.2822,2.55995
7/29/2023 1:39:27 PM,0.8642619,284.2903,2.562916
7/29/2023 1:39:27 PM,0.8692105,284.2916,2.563399
7/29/2023 1:39:28 PM,0.8603799,284.2888,2.565804
7/29/2023 1:39:28 PM,0.8659444,284.2917,2.561443
7/29/2023 1:39:28 PM,0.8619666,284.2902,2.561694
7/29/2023 1:39:28 PM,0.8619666,284.2902,2.561694
7/29/2023 1:39:28 PM,0.8603587,284.2972,2.563034
7/29/2023 1:39:28 PM,0.8598296,284.2996,2.567068
7/29/2023 1:39:28 PM,0.8570983,284.3131,2.565275
7/29/2023 1:39:28 PM,0.8488027,284.2945,2.561821
7/29/2023 1:39:28 PM,0.8645843,284.2915,2.571458
7/29/2023 1:39:28 PM,0.8624281,284.299,2.572399
7/29/2023 1:39:28 PM,0.8603913,284.3096,2.573263
7/29/2023 1:39:28 PM,0.856066,284.3081,2.58331
7/29/2023 1:39:28 PM,0.8580301,284.3025,2.57338
